,end station name,end station id,end station latitude,end station longitude,count
78,30 Ave & 47 St,4314,40.761294,-73.909562,46
79,31 Ave & 14 St,3607,40.7682,-73.9322662,214
80,31 Ave & 30 St,3603,40.7647,-73.9240312,547
81,31 Ave & 34 St,3602,40.763154,-73.920827,679
82,31 Ave & 57 St,4319,40.757357,-73.904726,9
83,31 Ave & 61 St,4271,40.757525,-73.901614,7
84,31 Ave & Crescent St,3605,40.7658346,-73.9265474,622
85,31 Ave & Steinway St,3600,40.7611488,-73.9170071,646
86,31 Rd & 21 St,4330,40.766824,-73.930486,15
87,31 St & 21 Ave,4289,40.77813,-73.90842,7
88,31 St & 23 Ave,3526,40.7747878,-73.9125551,791
89,31 St & Astoria Blvd,3516,40.7699176,-73.9184057,417
90,31 St & Broadway,3593,40.761584,-73.925921,807
91,31 St & Ditmars Blvd,4320,40.776168,-73.910485,20
92,31 St & Hoyt Ave N,3517,40.7711528,-73.9170074,199
93,31 St & Newtown Ave,3721,40.7675487799971,-73.9209334552288,890
94,31 St & Northern Blvd,3654,40.75186951421875,-73.93349289894103,323
95,31 St & Thomson Ave,3123,40.74469738,-73.93540375,284
96,34 Ave & 13 St,3586,40.7638753,-73.9364848,109
97,34 Ave & 21 St,3577,40.7628138,-73.9342862,176
98,34 Ave & 31 St,4305,40.759604471387945,-73.92714411020279,182
99,34 Ave & 38 St,3572,40.756913,-73.921631,631
100,34 Ave & 45 St,4258,40.754795,-73.917014,31
101,34 Ave & 48 St,4316,40.75388,-73.914952,48
102,34 St & 35 Ave,3568,40.7569332,-73.9262231,238
103,34 St & 38 Ave,4254,40.752443,-73.929737,74
104,34th Ave & Vernon Blvd,4304,40.76535380385866,-73.93986314535141,179
105,35 Ave & 10 St,3646,40.76315481910373,-73.93985509872437,211
106,35 Ave & 37 St,3570,40.7557327,-73.9236611,355
107,35 St & 23 Ave,4306,40.77301508291382,-73.91119033098221,188
108,35 St & 30 Ave,4329,40.76547569244953,-73.91811579465866,422
109,35 St & 34 Ave,3573,40.7580583,-73.9242751,282
110,35 St & Broadway,3595,40.760339,-73.9222427,450
111,36 Ave & 10 St,3565,40.7614376,-73.9411265,279
112,36 Ave & 31 St,3745,40.75651272984955,-73.92957486212252,500
113,36 St & Ditmars Blvd,4261,40.774306,-73.908335,19
114,37 Ave & 35 St,3561,40.7531106,-73.9279917,248
115,37 St & 24 Ave,3522,40.7701477,-73.9120938,208
116,38 Ave & 29 St,3892,40.75473,-73.93367,278
117,38 St & Northern Blvd,4262,40.752372,-73.925384,39
118,39 St & 2 Ave,3477,40.65539977447831,-74.01062786579132,254
119,4 Ave & 9 St,3403,40.6705135,-73.98876585,531
120,4 Ave & E 12 St,3905,40.732647,-73.99011,1880
121,40 Ave & 9 St,3557,40.75742,-73.945133,197
122,40 Ave & Crescent St,3716,40.7535992020056,-73.93795609474182,222
123,42 Pl & Northern Blvd,4255,40.753091,-73.920603,91
124,43 St & 23 Ave,4260,40.769673,-73.906018,15
125,43 St & 35 Ave,4284,40.754139,-73.919543,39
126,43 St & 37 Ave,4257,40.750181,-73.919998,69
127,43 St & Broadway,3597,40.7577284,-73.9166368,564
128,44 Dr & 21 St,3615,40.748,-73.9460927,705
129,44 Dr & Jackson Ave,3126,40.74718234,-73.9432635,719
130,45 Rd & 11 St,3125,40.74708586,-73.94977234,738
131,46 Ave & 5 St,3124,40.74731,-73.95451,913
132,46 St & 25 Ave,4285,40.765753,-73.90676,22
133,46 St & 28 Ave,4313,40.763328,-73.908782,23
134,46 St & 30 Rd,4315,40.76072,-73.910989,13
135,47 Ave & 31 St,3221,40.743,-73.93561,332
136,47 Ave & Skillman Ave,3704,40.7437524099784,-73.94176483154297,75
137,48 Ave & 30 Pl,3647,40.74128309355993,-73.93725872039794,206
138,48 Ave & 5 St,3122,40.74436328706688,-73.9558732509613,279
139,48 St & 37 Ave,4331,40.751555,-73.915026,25
140,48 St & Broadway,4264,40.755763,-73.912715,63
141,49 Ave & 21 St,3606,40.74252,-73.948852,174
142,49 St & 31 Ave,4265,40.758057,-73.909831,31
143,5 Av & W 139 St,3997,40.815484,-73.935856,513
144,5 Ave & 3 St,3368,40.6728155,-73.98352355,1089
145,5 Ave & E 103 St,3367,40.7922553,-73.95249933,1790
146,5 Ave & E 126 St,3527,40.80698,-73.941747,671
147,5 Ave & E 135 St,3995,40.812191,-73.937838,357
148,5 Ave & E 29 St,474,40.7451677,-73.98683077,2330
149,5 Ave & E 63 St,3136,40.766368,-73.971518,1251
150,5 Ave & E 72 St,3137,40.77282817,-73.96685276,2842
151,5 Ave & E 78 St,3143,40.77632142182271,-73.96427392959595,2226
152,5 Ave & E 88 St,3282,40.78307,-73.95939,2516
153,5 Ave & E 93 St,3292,40.7857851,-73.957481,1454
154,5 Ave & W 131 St,3926,40.81014,-73.93973,391
155,5 St & 51 Ave,3608,40.7423737,-73.9566,140
156,5 St & 6 Ave,3405,40.6704836,-73.98208968,293
157,50 St & 30 Ave,4266,40.760083,-73.907107,13
158,50 St & Northern Blvd,4268,40.753441,-73.912402,65
159,51 St & Hobart St,4317,40.757764,-73.907654,22
160,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,4386,40.646377,-74.023087,8
161,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,4387,40.644512,-74.021506,16
162,6 Ave & 12 St,3313,40.6663181,-73.9854617,425
163,6 Ave & 9 St,3304,40.668127,-73.98377641,661
164,6 Ave & Broome St,3746,40.724308321602166,-74.00473035871983,2391
165,6 Ave & Canal St,377,40.72243797,-74.00566443,887
166,6 Ave & W 33 St,505,40.74901271,-73.98848395,3811
167,6 Ave & W 34 St,3799,40.74964,-73.98805,2896
168,6 Ave & W 45 St,4232,40.756951,-73.982631,2114
169,6 St & 7 Ave,3297,40.6686627,-73.97988067,823
170,62 St & Northern Blvd,4270,40.754176,-73.900318,40
171,7 Ave & Central Park South,3724,40.7667405590595,-73.9790689945221,2294
172,7 Ave & Park Pl,3416,40.6776147,-73.97324283,1075
173,7 St & 3 Ave,3399,40.67260298150126,-73.98983001708984,287
174,7 St & 5 Ave,3404,40.6704922,-73.98541675,550
175,8 Ave & W 16 St,3894,40.740983,-74.001702,2053
176,8 Ave & W 31 St,3255,40.7505853470215,-73.9946848154068,3107
177,8 Ave & W 33 St,490,40.751551,-73.993934,3859
178,8 Ave & W 38 St,4044,40.75461,-73.99177,3722
179,8 Ave & W 52 St,447,40.76370739,-73.9851615,3052
180,8 St & Astoria Blvd,4311,40.7725996921817,-73.93266275525093,100
181,9 Ave & W 18 St,434,40.74317449,-74.00366443,1626
182,9 Ave & W 22 St,509,40.7454973,-74.00197139,4162
183,9 Ave & W 28 St,3259,40.74937024193277,-73.99923384189606,799
184,9 Ave & W 45 St,479,40.76019252,-73.9912551,2830
185,9 St & 44 Rd,3127,40.74966,-73.9521,179
186,Adam Clayton Powell Blvd & W 115 St,3511,40.802535,-73.9532423,576
187,Adam Clayton Powell Blvd & W 118 St,3520,40.804372,-73.951475,570
188,Adam Clayton Powell Blvd & W 123 St,3510,40.8078316,-73.949373,647
189,Adam Clayton Powell Blvd & W 126 St,3629,40.80949534777948,-73.94776493310928,1129
190,Adam Clayton Powell Blvd & W 130 St,4016,40.812346,-73.946168,430
191,Adam Clayton Powell Blvd & W 132 St,3928,40.813539,-73.94521,496
192,Adam Clayton Powell Blvd & W 138 St,3999,40.81695971032464,-73.9422959089279,712
193,Adam Clayton Powell Blvd & W 141 St,4023,40.819241,-73.941057,446
194,Adam Clayton Powell Blvd & W 151 St,4041,40.825289,-73.936232,99
195,Adelphi St & Myrtle Ave,270,40.69308257,-73.97178913,880
196,Albany Ave & Fulton St,3044,40.6800105,-73.938475,238
197,Alexander Ave & E 134 St,3922,40.807466,-73.927107,110
198,Allen St & Hester St,361,40.71605866,-73.99190759,2545
199,Allen St & Rivington St,401,40.72019576,-73.98997825,2565
200,Allen St & Stanton St,312,40.722055,-73.989111,2825
201,Amsterdam Ave & W 119 St,3542,40.8086249,-73.9596214,406
202,Amsterdam Ave & W 125 St,3541,40.813358,-73.956461,494
203,Amsterdam Ave & W 131 St,3935,40.816355,-73.954295,108
204,Amsterdam Ave & W 136 St,3945,40.819746,-73.951819,187
205,Amsterdam Ave & W 152 St,3980,40.829523,-73.944279,133
206,Amsterdam Ave & W 156 St,4047,40.832081,-73.942386,120
207,Amsterdam Ave & W 162 St,4052,40.83618,-73.939789,135
208,Amsterdam Ave & W 167 St,4057,40.839443,-73.937044,164
209,Amsterdam Ave & W 172 St,4060,40.842173,-73.935111,90
210,Amsterdam Ave & W 175 St,4062,40.844044,-73.933651,59
211,Amsterdam Ave & W 180 St,4067,40.847396,-73.931205,58
212,Amsterdam Ave & W 183 St,4109,40.84925,-73.93022,132
213,Amsterdam Ave & W 66 St,3356,40.7746671,-73.98470567,1125
214,Amsterdam Ave & W 73 St,3167,40.77966809007312,-73.98093044757842,3431
215,Amsterdam Ave & W 82 St,3171,40.78524672,-73.97667321,2161
216,Anderson Ave & W 164 St,4129,40.832057,-73.927421,31
217,Astoria Park S & Shore Blvd,3514,40.7767,-73.927631,384
218,Atlantic Ave & Fort Greene Pl,83,40.68382604,-73.97632328,1052
219,Atlantic Ave & Furman St,398,40.69165183,-73.9999786,1142
220,Audobon Ave & W 179 St,4066,40.847305,-73.933291,94
221,Avenue C & E 18 St,3733,40.730563,-73.973984,1120
222,Avenue D & E 10 St,4110,40.72506551015475,-73.97515833377838,962
223,Avenue D & E 3 St,302,40.72082834,-73.97793172,1471
224,Avenue D & E 8 St,3918,40.72387,-73.975767,1073
225,Baltic St & 5 Ave,3417,40.6795766,-73.97854971,812
226,Bank St & Hudson St,346,40.73652889,-74.00618026,1969
227,Bank St & Washington St,238,40.7361967,-74.00859207,1395
228,Banker St & Meserole Ave,3109,40.72606,-73.95621,649
229,Barclay St & Church St,417,40.71291224,-74.01020234,994
230,Barrow St & Hudson St,127,40.73172428,-74.00674436,2078
231,Barry St & Tiffany St,4142,40.816126,-73.891559,22
232,Bayard St & Baxter St,355,40.71602118,-73.99974372,1911
233,Bayard St & Leonard St,3452,40.71915571696044,-73.94885390996933,643
234,Beaver St & Fayette St,3823,40.70099,-73.93921,558
235,Beck St & Leggett Ave,4133,40.815077,-73.899939,83
236,Bedford Ave & Bergen St,3571,40.676368,-73.952918,889
237,Bedford Ave & Montgomery St,3803,40.665816,-73.956934,287
238,Bedford Ave & Nassau Ave,3107,40.72311651,-73.95212324,1297
239,Bedford Ave & S 9 St,443,40.70853074,-73.96408963,282
240,Bergen Ave & E 152 St,3982,40.817166,-73.914737,70
241,Bergen St & Flatbush Ave,3414,40.680944723477296,-73.97567331790923,861
242,Bergen St & Smith St,3409,40.6867443,-73.99063168,1891
243,Bergen St & Vanderbilt Ave,3558,40.6794388,-73.9680438,863
244,Berkeley Pl & 6 Ave,3339,40.6765304,-73.97846879,562
245,Berkeley Pl & 7 Ave,3346,40.675146838709786,-73.97523209452629,1066
246,Berry St & N 8 St,3092,40.7190095,-73.95852515,1524
247,Bialystoker Pl & Delancey St,356,40.71622644,-73.98261206,935
248,Boerum St & Broadway,3071,40.70538077,-73.94976519,454
249,Bond St & Bergen St,3411,40.6849668,-73.98620772,643
250,Bond St & Fulton St,3232,40.68962188790333,-73.98304268717766,1344
251,Boone Ave & E 172 St,4163,40.832649,-73.885272,65
252,Boston Rd & E 167 St,4171,40.828199,-73.903719,41
253,Boston Rd & Prospect Ave,4157,40.833246,-73.896599,37
254,Bradhurst Ave & W 148 St,4020,40.825125,-73.941616,251
255,Broad St & Bridge St,260,40.70365182,-74.01167797,623
256,Broadway & 12 St,3589,40.7668,-73.9347774,317
257,Broadway & 49 St,4318,40.755389,-73.911517,18
258,Broadway & 51 St,4269,40.754164,-73.908906,3
259,Broadway & Battery Pl,304,40.70463334,-74.01361706,1582
260,Broadway & Berry St,389,40.71044554,-73.96525063,1227
261,Broadway & E 14 St,285,40.73454567,-73.99074142,4154
262,Broadway & E 22 St,402,40.7403432,-73.98955109,4223
263,Broadway & Furman Ave,3825,40.68139,-73.90756,81
264,Broadway & Hancock St,3831,40.68663,-73.9168,202
265,Broadway & Kosciuszko St,3837,40.69329,-73.92852,271
266,Broadway & Madison St,3879,40.68822,-73.91966,473
267,Broadway & Moylan Pl,3547,40.8143256,-73.9590255,664
268,Broadway & Roebling St,3078,40.70924826276157,-73.96063148975372,815
269,Broadway & W 122 St,3545,40.8120562,-73.9612547,426
270,Broadway & W 131 St,4018,40.817555,-73.957163,311
271,Broadway & W 133 St,3942,40.8190344,-73.956156,304
272,Broadway & W 153 St,4035,40.831327,-73.946665,144
273,Broadway & W 155 St,4188,40.83299,-73.94592,212
274,Broadway & W 160 St,4071,40.835775,-73.9434,331
275,Broadway & W 165 St,4056,40.839137,-73.941409,196
276,Broadway & W 25 St,3641,40.74286877312112,-73.98918628692627,3920
277,Broadway & W 29 St,486,40.7462009,-73.98855723,2616
278,Broadway & W 36 St,267,40.75097711,-73.98765428,1240
279,Broadway & W 37 St,362,40.75172632,-73.98753523,838
280,Broadway & W 38 St,533,40.75299641,-73.98721619,1764
281,Broadway & W 41 St,465,40.75513557,-73.98658032,2512
282,Broadway & W 49 St,173,40.76068327096592,-73.9845272898674,2055
283,Broadway & W 51 St,500,40.76228826,-73.98336183,1397
284,Broadway & W 53 St,469,40.76344058,-73.98268129,1811
285,Broadway & W 56 St,468,40.7652654,-73.98192338,2652
286,Broadway & W 58 St,457,40.76695317,-73.98169333,2834
287,Broadway & W 60 St,499,40.76915505,-73.98191841,5092
288,Broadway & Whipple St,3067,40.7016657,-73.9437303,702
289,Bronx Shore Comfort Station,4115,40.80046,-73.92404,84
290,Brook Ave & E 138 St,3949,40.807408,-73.91924,152
291,Brook Ave & E 141 St,3950,40.809619,-73.917875,42
292,Brook Ave & E 148 St,3964,40.814383,-73.915368,112
293,Brook Ave & E 157 St,3975,40.820713,-73.911759,66
294,Brooklyn Bridge Park - Pier 2,3782,40.698458,-73.997178,451
295,Bruckner Blvd & Bryant Ave,4245,40.821952,-73.888546,141
296,Bulova Ave & Brooklyn Queens Expressway W,4267,40.762507,-73.902534,5
297,Bus Slip & State St,427,40.701907,-74.013942,522
298,Bushwick Ave & Dekalb Ave,3842,40.69502,-73.92825,224
299,Bushwick Ave & Forrest St,3822,40.70076,-73.93641,207
300,Bushwick Ave & Furman Ave,3871,40.68281,-73.90623,62
301,Bushwick Ave & Harman St,3838,40.69356,-73.92524,272
302,Bushwick Ave & Linden St,3836,40.69146,-73.92146,173
303,Bushwick Ave & McKibbin St,3764,40.705517,-73.93936,229
304,Bushwick Ave & Powers St,3083,40.71247661,-73.94100005,406
305,Bushwick Ave & Stagg St,3765,40.709897,-73.94008,174
306,Butler St & Court St,3303,40.6849894,-73.99440329,477
307,Cabrini Blvd & W 177 St,4069,40.848282,-73.941343,151
308,Cadman Plaza E & Red Cross Pl,321,40.69991755,-73.98971773,828
309,Cadman Plaza E & Tillary St,232,40.69597683,-73.99014892,654
310,Calyer St & Jewel St,3818,40.72984,-73.94839,491
311,Cambridge Pl & Gates Ave,3049,40.68488,-73.96304,690
312,Canal St & Rutgers St,307,40.71427487,-73.98990025,2906
313,Carlton Ave & Dean St,3537,40.6809741,-73.9710097,817
314,Carlton Ave & Flushing Ave,242,40.697787,-73.973736,510
315,Carlton Ave & Park Ave,419,40.69580705,-73.97355569,362
316,Carmine St & 6 Ave,368,40.73038599,-74.00214988,3667
317,Carroll St & 5 Ave,3364,40.6751622,-73.9814832,813
318,Carroll St & 6 Ave,3361,40.6740886,-73.9787282,685
319,Carroll St & Bond St,3377,40.6786115,-73.99037292,493
320,Carroll St & Columbia St,3389,40.6830456,-74.00348559,548
321,Carroll St & Franklin Ave,3590,40.6679411,-73.9588,282
322,Carroll St & Smith St,3382,40.680611,-73.99475825,893
323,Carroll St & Washington Ave,3587,40.6686744,-73.9618148,147
324,Cathedral Pkwy & Broadway,3383,40.804213,-73.96699104,1832
325,Catherine St & Monroe St,2009,40.71117444,-73.99682619,1241
326,Cauldwell Ave & E 158 St,4031,40.81989,-73.908351,36
327,Cauldwell Ave & E 161 St,3978,40.82188,-73.907521,40
328,Cedar St & Evergreen Ave,3847,40.69671,-73.92807,122
329,Cedar St & Myrtle Ave,3761,40.697842,-73.926241,166
330,Center Blvd & 48 Ave,3613,40.745038,-73.957539,335
331,Center Blvd & 51 Ave,3726,40.74336608027021,-73.95960688591003,612
332,Central Ave & Covert St,3864,40.68929,-73.90951,108
333,Central Ave & Decatur St,3829,40.6882,-73.90798,107
334,Central Ave & Flushing Ave,3770,40.702831,-73.9333,233
335,Central Ave & Himrod St,3846,40.69676,-73.92302,267
336,Central Ave & Melrose St,3907,40.70112,-73.93039,154
337,Central Ave & Starr Street,3776,40.700003,-73.92834,182
338,Central Ave & Weirfield St,3832,40.69055,-73.91181,227
339,Central Ave & Woodbine St,3863,40.69296,-73.91605,195
340,Central Park North & Adam Clayton Powell Blvd,3374,40.799484,-73.955613,2538
341,Central Park S & 6 Ave,2006,40.76590936,-73.97634151,3223
342,Central Park W & W 103 St,4123,40.79603684159984,-73.96158903853575,1097
343,Central Park W & W 91 St,4124,40.78866499127884,-73.96680057048798,1776
344,Central Park W & W 97 St,4122,40.79249519495111,-73.96417066463071,1793
345,Central Park West & W 68 St,3163,40.7734066,-73.97782542,2915
346,Central Park West & W 72 St,3165,40.77579376683666,-73.9762057363987,3389
347,Central Park West & W 76 St,3160,40.77896784,-73.97374737,2173
348,Central Park West & W 85 St,4075,40.78476,-73.969862,2159
349,Centre St & Chambers St,387,40.71273266,-74.0046073,1770
350,Centre St & Seneca Ave,3884,40.69969,-73.9022,83
351,Centre St & Worth St,386,40.71494807,-74.00234482,1100
352,Charlotte St & Boston Rd,4230,40.8358771,-73.8931428,10
353,Cherry St,332,40.71219906,-73.97948148,1492
354,Christopher St & Greenwich St,358,40.73291553,-74.00711384,2900
355,City Hall,3185,40.7177325,-74.043845,2
356,Clark St & Henry St,391,40.69760127,-73.99344559,1498
357,Classon Ave & St Marks Ave,3562,40.6765198,-73.9596082,641
358,Clay Ave & Claremont Pkwy,4201,40.83999,-73.90549,79
359,Clay Ave & E 173 St,4108,40.843264,-73.904867,71
360,Clermont Ave & Lafayette Ave,420,40.68764484,-73.96968902,492
361,Clermont Ave & Park Ave,421,40.69573398,-73.97129668,395
362,Cleveland Pl & Spring St,151,40.722103786686034,-73.99724900722504,3646
363,Cliff St & Fulton St,3783,40.70838,-74.00495,1309
364,Clinton Ave & Flushing Ave,343,40.69794,-73.96986848,366
365,Clinton Ave & Myrtle Ave,366,40.693261,-73.968896,1088
366,Clinton St & 4 Place,3396,40.6783563,-74.00014502,483
367,Clinton St & Centre St,3326,40.67434,-74.00194698,242
368,Clinton St & Grand St,350,40.71559509,-73.9870295,4152
369,Clinton St & Joralemon St,143,40.69239502,-73.99337909,1120
370,Clinton St & Tillary St,4225,40.69623297129316,-73.99142056703568,676
371,Clinton St & Union St,3321,40.6831164,-73.99785267,580
372,Coffey St & Conover St,3348,40.677236,-74.015665,296
373,College Ave & E 170 St,4128,40.837576,-73.910489,17
374,Columbia Heights & Cranberry St,216,40.70037867,-73.99548059,410
375,Columbia St & Degraw St,3422,40.6859296,-74.00242364,450
376,Columbia St & Kane St,3311,40.68763155,-74.0016256,576
377,Columbia St & Lorraine St,3333,40.6747055,-74.0075572,90
378,Columbia St & Rivington St,342,40.71739973,-73.98016555,1374
379,Columbia St & W 9 St,3394,40.6769993,-74.00647134,86
380,Columbus Ave & W 103 St,3302,40.7969347,-73.9643412291,386
381,Columbus Ave & W 72 St,3164,40.7770575,-73.97898475,3375
382,Columbus Ave & W 95 St,3301,40.7919557,-73.968087,2830
383,Columbus Dr at Exchange Pl,3792,40.71687,-74.03281,1
384,Commerce St & Van Brunt St,3392,40.6812117,-74.00860912,365
385,Concord St & Bridge St,278,40.69766564,-73.98476437,513
386,Concourse Village East & E 158 St,4078,40.823732,-73.919379,66
387,Concourse Village West & E 156 St,4105,40.823162,-73.923267,37
388,Congress St & Clinton St,3408,40.6881529,-73.99520919,794
389,Convent Ave & W 135 St,3944,40.818215,-73.950988,142
390,Convent Ave & W 151 St,4013,40.82831,-73.942924,128
391,Cooper Square & Astor Pl,3263,40.72951496224949,-73.99075269699097,2356
392,Court St & Nelson St,3397,40.6763947,-73.99869893,530
393,Court St & State St,3402,40.6902375,-73.99203074,1499
394,Courtlandt Ave & E 149 St,4029,40.816402,-73.919549,152
395,Courtlandt Ave & E 157 St,4030,40.822267,-73.916792,60
396,Crescent St & 30 Ave,3614,40.768692,-73.9249574,668
397,Crescent St & 34 Ave,3575,40.76108,-73.930562,455
398,Crescent St & 35 Ave,3566,40.7596276,-73.9321455,323
399,Crescent St & Broadway,3592,40.7633589,-73.9286471,776
400,Crescent St & Ditmars Blvd,3530,40.7787185,-73.9145645,275
401,Crotona Park East & E 173 St,4227,40.837037,-73.890413,14
402,Crotona Park North & Prospect Ave,4205,40.841092,-73.892317,91
403,Cumberland St & Lafayette Ave,416,40.68753406,-73.97265183,813
404,Cypress Ave & George St,3878,40.69812,-73.90271,48
405,Cypress Ave & Palmetto St,3895,40.70157340873792,-73.90876293182373,43
406,Dawson St & Intervale Ave,4202,40.819999,-73.897263,28
407,DeKalb Ave & Franklin Ave,3755,40.69064807082943,-73.95746178925037,618
408,DeKalb Ave & Hudson Ave,324,40.689888,-73.981013,1110
409,DeKalb Ave & S Portland Ave,241,40.68981035,-73.97493121,1105
410,DeKalb Ave & Vanderbilt Ave,258,40.68940747,-73.96885458,874
411,Dean St & 4 Ave,467,40.68312489,-73.97895137,1055
412,Dean St & Franklin Ave,3673,40.67759206937376,-73.955637216568,882
413,Dean St & Hoyt St,3410,40.6864442,-73.98759104,660
414,Degraw St & Hoyt St,3332,40.68199044270703,-73.99079024791718,467
415,Degraw St & Smith St,3329,40.6829151,-73.99318208,607
416,Delancey St & Eldridge St,3738,40.719383,-73.991479,833
417,Devoe St & Lorimer St,3453,40.71335226222875,-73.9491033554077,750
418,Devoe St & Morgan Ave,3772,40.713811,-73.93515,348
419,Ditmars Ave & 43 St,4272,40.771203,-73.903865,23
420,Ditmars Blvd & 19 St,3532,40.78145,-73.9183302,329
421,Ditmars Blvd & 48 St,4273,40.769219,-73.901001,13
422,Division Ave & Hooper St,3714,40.70684203101325,-73.9544353965357,462
423,Division Ave & Marcy Ave,3075,40.70708701,-73.95796783,159
424,Division St & Bowery,3786,40.714193,-73.996732,1570
425,Dock 72 Way & Market St,3787,40.69985,-73.97141,558
426,Douglass St & 3 Ave,3420,40.6802133,-73.98432695,628
427,Douglass St & 4 Ave,3419,40.6792788,-73.98154004,743
428,Driggs Ave & Lorimer St,3102,40.72179134,-73.9504154,758
429,Driggs Ave & N 9 St,3715,40.71816969454208,-73.95520135760307,1384
